epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,2390.84,0.47385,0.24976,0.00517,0.99458,0.99678,0.99495,0.97844,0.24573,0.0899,0.00403,0.00120771,0.00120771,0.00120771
111,2411.6,0.47183,0.24115,0.00502,0.99384,0.98913,0.99484,0.97885,0.25534,0.09842,0.00414,0.00119551,0.00119551,0.00119551
112,2432.33,0.46327,0.226,0.00506,0.9919,0.99457,0.99492,0.98241,0.2431,0.09529,0.00397,0.00118327,0.00118327,0.00118327
113,2453.25,0.47386,0.24633,0.00513,0.99719,0.99728,0.99484,0.97835,0.27273,0.09518,0.00489,0.00117101,0.00117101,0.00117101
114,2474.02,0.4675,0.24283,0.00505,0.99459,0.99924,0.99497,0.97117,0.29088,0.0943,0.0053,0.00115872,0.00115872,0.00115872
115,2494.83,0.47695,0.24033,0.00513,0.99363,0.99728,0.99492,0.94202,0.37967,0.12149,0.00735,0.00114641,0.00114641,0.00114641
116,2516.24,0.4607,0.22523,0.00496,0.99892,0.9837,0.99492,0.98024,0.269,0.10135,0.0048,0.00113408,0.00113408,0.00113408
117,2537.67,0.44862,0.2325,0.00485,0.98395,1,0.99487,0.98286,0.23475,0.09109,0.0038,0.00112173,0.00112173,0.00112173
118,2559.1,0.45016,0.22745,0.00489,0.99184,0.9913,0.99486,0.98209,0.24327,0.09403,0.00412,0.00110936,0.00110936,0.00110936
119,2580.14,0.45287,0.24075,0.00483,0.9918,0.98588,0.99459,0.98293,0.23125,0.09817,0.00384,0.00109697,0.00109697,0.00109697
120,2601.37,0.43207,0.22641,0.00457,0.98932,0.98641,0.99478,0.9718,0.29406,0.11275,0.00486,0.00108457,0.00108457,0.00108457
121,2622.2,0.45587,0.23151,0.005,0.99459,0.99913,0.99492,0.98129,0.24328,0.08901,0.00405,0.00107216,0.00107216,0.00107216
122,2642.98,0.47517,0.24955,0.00518,0.99853,0.99185,0.995,0.97877,0.24802,0.09258,0.00401,0.00105974,0.00105974,0.00105974
123,2663.89,0.45137,0.24106,0.00507,0.99003,0.99728,0.99489,0.98347,0.23378,0.08746,0.00379,0.00104731,0.00104731,0.00104731
124,2684.66,0.45605,0.24277,0.00484,0.98888,0.99728,0.99489,0.98114,0.2597,0.10126,0.00441,0.00103488,0.00103488,0.00103488
125,2705.27,0.46323,0.251,0.00508,0.98918,0.99457,0.99484,0.98246,0.24739,0.09506,0.00406,0.00102244,0.00102244,0.00102244
126,2726.21,0.45571,0.23962,0.00482,0.99144,0.99457,0.99495,0.98166,0.24362,0.09872,0.00412,0.00101,0.00101,0.00101
127,2747.26,0.44605,0.24054,0.00469,0.99617,0.98913,0.99489,0.98331,0.24446,0.09125,0.0041,0.00099756,0.00099756,0.00099756
128,2768.54,0.43015,0.23095,0.00466,0.99738,0.99185,0.995,0.97614,0.267,0.09499,0.00461,0.000985121,0.000985121,0.000985121
129,2789.85,0.43412,0.22847,0.00463,0.99928,0.99185,0.995,0.98566,0.23292,0.08271,0.00408,0.000972687,0.000972687,0.000972687
130,2811.04,0.43341,0.2239,0.00453,0.99584,0.99457,0.99497,0.98157,0.23327,0.08427,0.0036,0.000960258,0.000960258,0.000960258
131,2831.92,0.43183,0.21698,0.00459,0.99795,0.99185,0.995,0.98258,0.22832,0.08363,0.00381,0.000947837,0.000947837,0.000947837
132,2852.58,0.42923,0.20734,0.00466,0.99642,0.99728,0.995,0.98484,0.22236,0.0776,0.00355,0.000935426,0.000935426,0.000935426
133,2873.46,0.42314,0.22093,0.00457,0.99837,0.98913,0.99495,0.98748,0.19619,0.07628,0.0031,0.000923027,0.000923027,0.000923027
134,2894.29,0.41884,0.21958,0.00453,0.98804,0.99728,0.99492,0.98178,0.22771,0.08862,0.00386,0.000910642,0.000910642,0.000910642
135,2915.17,0.42706,0.21781,0.00445,0.99189,0.99687,0.99492,0.98541,0.22599,0.08888,0.00376,0.000898272,0.000898272,0.000898272
136,2935.82,0.4111,0.21727,0.0044,0.98128,0.99725,0.99332,0.98434,0.19947,0.08929,0.00325,0.00088592,0.00088592,0.00088592
137,2956.7,0.40713,0.20036,0.00442,0.98655,0.99681,0.99456,0.98821,0.195,0.09031,0.0032,0.000873588,0.000873588,0.000873588
138,2977.52,0.41474,0.21276,0.00438,0.97669,0.98913,0.99429,0.98764,0.20774,0.1019,0.00348,0.000861277,0.000861277,0.000861277
139,2998.95,0.41621,0.21109,0.00448,0.99181,0.98689,0.99481,0.98703,0.21054,0.08624,0.00331,0.000848989,0.000848989,0.000848989
140,3020.49,0.41281,0.21367,0.00445,0.99458,0.99691,0.99497,0.98828,0.20233,0.07855,0.00323,0.000836727,0.000836727,0.000836727
141,3041.97,0.40145,0.206,0.00429,0.99727,0.99347,0.99497,0.98713,0.20467,0.07972,0.00329,0.000824492,0.000824492,0.000824492
142,3062.88,0.39847,0.21455,0.00415,0.99429,1,0.99497,0.98846,0.20503,0.08016,0.00331,0.000812287,0.000812287,0.000812287
143,3083.69,0.38258,0.20271,0.0041,0.99456,0.99422,0.99484,0.98775,0.21957,0.09459,0.00373,0.000800113,0.000800113,0.000800113
144,3104.56,0.409,0.20972,0.00439,0.99392,0.99457,0.99489,0.98621,0.21245,0.09519,0.00342,0.000787972,0.000787972,0.000787972
145,3125.25,0.39644,0.21179,0.00422,0.98653,0.99484,0.99489,0.98584,0.19012,0.08024,0.00299,0.000775866,0.000775866,0.000775866
146,3146,0.38819,0.20889,0.00412,0.98747,0.99185,0.99473,0.9882,0.18476,0.08523,0.003,0.000763797,0.000763797,0.000763797
147,3166.88,0.38624,0.20363,0.00406,0.99072,0.99457,0.99492,0.98845,0.18011,0.08026,0.0029,0.000751767,0.000751767,0.000751767
148,3187.65,0.39151,0.19869,0.00412,0.98627,0.99457,0.99427,0.98984,0.17792,0.08727,0.00287,0.000739778,0.000739778,0.000739778
149,3208.7,0.37997,0.19703,0.00403,0.99345,0.99728,0.99495,0.98906,0.18685,0.07415,0.0031,0.000727831,0.000727831,0.000727831
150,3229.94,0.38545,0.21338,0.00417,0.99679,0.99457,0.99497,0.9903,0.19061,0.07358,0.00321,0.000715929,0.000715929,0.000715929
151,3251.39,0.38159,0.19624,0.00412,0.98657,1,0.99467,0.98805,0.18966,0.07716,0.00305,0.000704073,0.000704073,0.000704073
152,3272.71,0.38723,0.20339,0.00408,0.98989,0.99728,0.99495,0.98997,0.17875,0.07024,0.00292,0.000692266,0.000692266,0.000692266
153,3293.87,0.38455,0.20889,0.00404,0.98746,0.99728,0.99421,0.98967,0.1759,0.07869,0.00289,0.000680509,0.000680509,0.000680509
154,3314.89,0.36981,0.19675,0.00384,0.99393,1,0.995,0.99049,0.17822,0.07407,0.00297,0.000668804,0.000668804,0.000668804
155,3335.66,0.37167,0.19941,0.00385,0.99164,0.99728,0.99431,0.98751,0.19083,0.08667,0.00304,0.000657152,0.000657152,0.000657152
156,3356.51,0.37134,0.20359,0.00397,0.98908,1,0.99486,0.98895,0.18975,0.07391,0.00315,0.000645557,0.000645557,0.000645557
157,3377.32,0.37632,0.20081,0.00399,0.99727,0.99132,0.99497,0.98791,0.18736,0.07095,0.00307,0.000634019,0.000634019,0.000634019
158,3398.06,0.36951,0.19534,0.00397,0.99431,0.99728,0.99495,0.98924,0.18143,0.06969,0.00295,0.00062254,0.00062254,0.00062254
159,3419,0.3602,0.19119,0.00375,0.9938,0.99728,0.99497,0.98837,0.18485,0.07037,0.00299,0.000611123,0.000611123,0.000611123
160,3439.87,0.36753,0.203,0.00385,1,0.99414,0.995,0.9902,0.18162,0.06566,0.00289,0.000599768,0.000599768,0.000599768
161,3460.63,0.36338,0.20089,0.00382,0.99191,0.99974,0.995,0.99052,0.16838,0.06221,0.00274,0.000588479,0.000588479,0.000588479
162,3482.31,0.36751,0.19468,0.00386,0.98654,0.99582,0.99489,0.99065,0.16882,0.07048,0.00272,0.000577255,0.000577255,0.000577255
163,3503.87,0.35057,0.18129,0.00371,0.99452,0.98598,0.99489,0.99032,0.17081,0.07873,0.00281,0.000566101,0.000566101,0.000566101
164,3525.32,0.33977,0.18875,0.00358,0.99457,0.9963,0.99497,0.99105,0.16211,0.06796,0.00265,0.000555016,0.000555016,0.000555016
165,3546.24,0.35429,0.18105,0.00373,0.99437,0.99728,0.99495,0.99083,0.17254,0.06776,0.00278,0.000544003,0.000544003,0.000544003
166,3567.26,0.34999,0.18966,0.00359,0.99726,0.98995,0.99497,0.99094,0.18064,0.07316,0.00291,0.000533064,0.000533064,0.000533064
167,3588.27,0.36088,0.19339,0.00373,0.99728,0.99564,0.995,0.99247,0.16545,0.06585,0.00276,0.0005222,0.0005222,0.0005222
168,3608.88,0.3521,0.18023,0.00375,0.99701,0.99728,0.995,0.99165,0.16132,0.06192,0.00257,0.000511413,0.000511413,0.000511413
169,3629.78,0.35409,0.18654,0.00364,0.99678,0.99728,0.99497,0.99014,0.17561,0.06757,0.00281,0.000500705,0.000500705,0.000500705
170,3650.58,0.33963,0.18395,0.0035,1,0.9942,0.995,0.99112,0.16119,0.06134,0.00262,0.000490077,0.000490077,0.000490077
171,3671.47,0.33433,0.1752,0.0035,0.99729,0.99996,0.995,0.99172,0.15736,0.05993,0.00252,0.000479531,0.000479531,0.000479531
172,3692.18,0.33952,0.18769,0.00355,0.99383,0.98913,0.99489,0.99152,0.15934,0.07063,0.00255,0.00046907,0.00046907,0.00046907
173,3713.35,0.3359,0.18313,0.00351,0.99728,0.99652,0.995,0.99146,0.1581,0.06236,0.00254,0.000458693,0.000458693,0.000458693
174,3735.06,0.32507,0.1741,0.00331,0.99712,0.99185,0.99497,0.99239,0.15874,0.06656,0.00269,0.000448404,0.000448404,0.000448404
175,3756.44,0.35104,0.1955,0.00375,0.99937,0.99728,0.995,0.99183,0.14958,0.05791,0.00239,0.000438203,0.000438203,0.000438203
176,3777.32,0.33348,0.18712,0.00342,0.99922,0.99457,0.995,0.99134,0.15492,0.06299,0.0025,0.000428093,0.000428093,0.000428093
177,3798.22,0.32495,0.17544,0.00337,0.99191,0.99961,0.99492,0.99176,0.15591,0.06368,0.00252,0.000418074,0.000418074,0.000418074
178,3819.16,0.33058,0.18153,0.0035,0.99729,0.99948,0.995,0.99314,0.14058,0.05578,0.00227,0.000408149,0.000408149,0.000408149
179,3839.84,0.32869,0.18797,0.00336,0.99187,0.99432,0.99495,0.9931,0.15225,0.06714,0.00251,0.000398319,0.000398319,0.000398319
180,3860.64,0.30943,0.16489,0.00324,0.99727,0.99296,0.995,0.99251,0.14799,0.06523,0.00237,0.000388586,0.000388586,0.000388586
181,3881.48,0.31784,0.18441,0.00324,0.99595,0.98641,0.99492,0.9929,0.14642,0.06896,0.00239,0.00037895,0.00037895,0.00037895
