epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,5157.63,0.67086,0.33891,0.00877,0.98926,0.976,0.99426,0.93409,0.42411,0.16039,0.00825,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007,0.0234002,0.00780007
127,5197.71,0.67954,0.34928,0.00889,0.98359,0.98861,0.99468,0.93542,0.42779,0.14567,0.00829,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766,0.023303,0.00776766
128,5238.09,0.6645,0.3525,0.00873,0.98696,0.98084,0.99446,0.9359,0.41895,0.14818,0.00822,0.0232053,0.00773509,0.0232053,0.00773509,0.0232053,0.00773509,0.0232053,0.00773509
129,5278.62,0.67009,0.35594,0.00877,0.98909,0.98115,0.99445,0.93388,0.42665,0.16009,0.00822,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
130,5318.71,0.66029,0.33551,0.00876,0.98238,0.98488,0.99426,0.93569,0.41655,0.15552,0.00806,0.0230083,0.00766944,0.0230083,0.00766944,0.0230083,0.00766944,0.0230083,0.00766944
131,5359.08,0.66321,0.33984,0.00862,0.98015,0.9894,0.99447,0.93623,0.4203,0.14878,0.00817,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
132,5399.13,0.67377,0.37183,0.00876,0.98894,0.98587,0.99459,0.93457,0.4281,0.14777,0.00849,0.0228094,0.00760314,0.0228094,0.00760314,0.0228094,0.00760314,0.0228094,0.00760314
133,5439.46,0.67404,0.35525,0.00888,0.98581,0.98208,0.99426,0.93664,0.41781,0.16064,0.00823,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
134,5479.61,0.65683,0.33705,0.0085,0.98812,0.98704,0.99469,0.93629,0.41996,0.14542,0.00819,0.0226086,0.00753621,0.0226086,0.00753621,0.0226086,0.00753621,0.0226086,0.00753621
135,5519.87,0.64176,0.33777,0.00831,0.99051,0.98374,0.99473,0.93862,0.41312,0.14457,0.00808,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252,0.0225076,0.00750252
136,5559.65,0.65034,0.34686,0.00835,0.98594,0.99132,0.99464,0.94067,0.41586,0.14543,0.00816,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868,0.022406,0.00746868
137,5600.1,0.66753,0.3597,0.00885,0.98854,0.98822,0.99458,0.94064,0.40723,0.13956,0.00798,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
138,5640.19,0.65819,0.33908,0.0087,0.98725,0.98704,0.99465,0.93939,0.41167,0.14599,0.00801,0.0222016,0.00740054,0.0222016,0.00740054,0.0222016,0.00740054,0.0222016,0.00740054
139,5680.37,0.65727,0.34681,0.00847,0.98484,0.99058,0.99464,0.93911,0.41261,0.14801,0.00813,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625,0.0220988,0.00736625
140,5720.5,0.63675,0.32224,0.00825,0.99055,0.98818,0.99476,0.9378,0.4118,0.14869,0.00802,0.0219955,0.00733182,0.0219955,0.00733182,0.0219955,0.00733182,0.0219955,0.00733182
141,5760.63,0.64182,0.33001,0.00836,0.98364,0.99117,0.99468,0.93635,0.40842,0.15011,0.00806,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
142,5801.35,0.65218,0.32866,0.00852,0.98709,0.99048,0.99458,0.93927,0.40232,0.14393,0.00771,0.0217876,0.00726254,0.0217876,0.00726254,0.0217876,0.00726254,0.0217876,0.00726254
143,5841.86,0.64908,0.32795,0.00847,0.98363,0.99076,0.99472,0.94502,0.39478,0.13897,0.00763,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277,0.0216831,0.0072277
144,5882.19,0.65357,0.3436,0.00851,0.98663,0.9894,0.99435,0.9418,0.39919,0.15006,0.00777,0.0215782,0.00719272,0.0215782,0.00719272,0.0215782,0.00719272,0.0215782,0.00719272
145,5922.63,0.64671,0.33758,0.00833,0.98703,0.98573,0.99411,0.93998,0.39508,0.15632,0.00769,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
146,5962.88,0.63554,0.32336,0.0082,0.98742,0.99411,0.99397,0.94149,0.40595,0.14284,0.00787,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237,0.0213671,0.00712237
147,6003.17,0.63308,0.32049,0.00811,0.98506,0.98587,0.99429,0.93973,0.39866,0.14843,0.00768,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087,0.021261,0.007087
148,6043.32,0.63969,0.32793,0.00845,0.98582,0.98587,0.99412,0.9361,0.40723,0.14768,0.00799,0.0211545,0.0070515,0.0211545,0.0070515,0.0211545,0.0070515,0.0211545,0.0070515
149,6083.63,0.63693,0.32626,0.00842,0.98944,0.99304,0.99485,0.94199,0.39756,0.13521,0.00782,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
150,6123.72,0.63576,0.33617,0.00842,0.99336,0.99293,0.99484,0.94227,0.40858,0.13951,0.00802,0.0209404,0.00698014,0.0209404,0.00698014,0.0209404,0.00698014,0.0209404,0.00698014
151,6164.08,0.6292,0.32223,0.00824,0.97559,0.98704,0.99387,0.94326,0.39557,0.15114,0.00784,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428
152,6204.34,0.63577,0.33121,0.00826,0.98827,0.9926,0.99486,0.94492,0.38878,0.13578,0.00758,0.0207249,0.00690831,0.0207249,0.00690831,0.0207249,0.00690831,0.0207249,0.00690831
153,6244.47,0.63378,0.33382,0.00834,0.98516,0.98351,0.99452,0.94493,0.394,0.14174,0.00768,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
154,6284.79,0.6229,0.33624,0.0081,0.98325,0.98587,0.99445,0.9436,0.39527,0.14774,0.00765,0.020508,0.00683601,0.020508,0.00683601,0.020508,0.00683601,0.020508,0.00683601
155,6325.05,0.61932,0.33685,0.00801,0.98753,0.98704,0.99457,0.94504,0.38882,0.13901,0.0075,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997,0.0203991,0.0067997
156,6364.93,0.61262,0.33125,0.00785,0.98359,0.98855,0.99438,0.9457,0.38801,0.14262,0.00751,0.0202898,0.00676328,0.0202898,0.00676328,0.0202898,0.00676328,0.0202898,0.00676328
157,6405.28,0.61374,0.32678,0.00793,0.98483,0.99375,0.99434,0.94528,0.38273,0.13789,0.00739,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
158,6445.3,0.61446,0.32297,0.00797,0.98276,0.98822,0.99434,0.94622,0.37738,0.14869,0.00728,0.0200704,0.00669012,0.0200704,0.00669012,0.0200704,0.00669012,0.0200704,0.00669012
159,6485.7,0.62357,0.32652,0.00815,0.98544,0.99058,0.99462,0.94318,0.39423,0.14438,0.00771,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339,0.0199602,0.00665339
160,6525.89,0.62782,0.33466,0.0082,0.97782,0.99411,0.99448,0.94404,0.39155,0.14456,0.00757,0.0198497,0.00661656,0.0198497,0.00661656,0.0198497,0.00661656,0.0198497,0.00661656
161,6566.16,0.61075,0.32185,0.00787,0.98898,0.9894,0.99456,0.94584,0.38802,0.13902,0.00748,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
162,6606.36,0.60625,0.29994,0.00792,0.98942,0.99529,0.99481,0.94602,0.37867,0.12959,0.00729,0.0196278,0.00654261,0.0196278,0.00654261,0.0196278,0.00654261,0.0196278,0.00654261
163,6646.6,0.60366,0.31934,0.00781,0.98411,0.99647,0.99479,0.94946,0.37258,0.13308,0.0072,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055,0.0195165,0.0065055
164,6686.86,0.60722,0.31982,0.00787,0.9799,0.99293,0.99342,0.94451,0.37804,0.13905,0.00722,0.0194049,0.0064683,0.0194049,0.0064683,0.0194049,0.0064683,0.0194049,0.0064683
165,6727.17,0.60028,0.32247,0.00788,0.99059,0.99176,0.99486,0.94628,0.37885,0.1255,0.00728,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
166,6767.5,0.6116,0.32169,0.00784,0.98943,0.99272,0.99396,0.95003,0.36957,0.13299,0.00709,0.0191809,0.00639363,0.0191809,0.00639363,0.0191809,0.00639363,0.0191809,0.00639363
167,6807.8,0.60442,0.31226,0.0079,0.99213,0.99529,0.99475,0.94928,0.36713,0.12439,0.00706,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617,0.0190685,0.00635617
168,6848,0.59849,0.31848,0.00778,0.99056,0.98843,0.99476,0.95145,0.36726,0.1248,0.00712,0.0189559,0.00631863,0.0189559,0.00631863,0.0189559,0.00631863,0.0189559,0.00631863
169,6888.41,0.60663,0.30617,0.00793,0.9871,0.99118,0.99477,0.95185,0.36586,0.12466,0.00708,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
170,6928.74,0.6028,0.29733,0.00772,0.98639,0.99293,0.99463,0.95067,0.37043,0.12878,0.00714,0.01873,0.00624332,0.01873,0.00624332,0.01873,0.00624332,0.01873,0.00624332
171,6968.74,0.58187,0.29414,0.0075,0.98826,0.99188,0.9948,0.94888,0.37429,0.12554,0.00717,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
172,7008.27,0.59718,0.30068,0.00771,0.98482,0.99311,0.99475,0.94898,0.36948,0.13047,0.0071,0.0185031,0.00616772,0.0185031,0.00616772,0.0185031,0.00616772,0.0185031,0.00616772
173,7047.94,0.59642,0.30001,0.00765,0.99401,0.98822,0.99487,0.95155,0.36059,0.12694,0.00691,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
174,7087.42,0.58737,0.31089,0.00746,0.99046,0.98822,0.99475,0.951,0.36396,0.12902,0.00695,0.0182755,0.00609184,0.0182755,0.00609184,0.0182755,0.00609184,0.0182755,0.00609184
175,7127.28,0.58562,0.31409,0.00762,0.99171,0.98691,0.99473,0.95226,0.35962,0.12896,0.00686,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538,0.0181614,0.0060538
176,7167.1,0.57838,0.30457,0.00737,0.99712,0.98351,0.99487,0.95278,0.35865,0.12392,0.00688,0.0180471,0.0060157,0.0180471,0.0060157,0.0180471,0.0060157,0.0180471,0.0060157
177,7206.74,0.59459,0.30917,0.00769,0.98713,0.994,0.99482,0.95294,0.36324,0.12615,0.00697,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
178,7246.51,0.59174,0.30875,0.00779,0.99523,0.98403,0.99475,0.95312,0.3603,0.13367,0.00694,0.017818,0.00593932,0.017818,0.00593932,0.017818,0.00593932,0.017818,0.00593932
179,7286.31,0.58743,0.31206,0.00756,0.99104,0.98469,0.99428,0.95451,0.35504,0.12783,0.00674,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105,0.0177031,0.00590105
180,7325.88,0.58996,0.30822,0.00768,0.98945,0.99385,0.99476,0.95222,0.36033,0.12434,0.0068,0.0175882,0.00586272,0.0175882,0.00586272,0.0175882,0.00586272,0.0175882,0.00586272
181,7367.05,0.5858,0.30327,0.00752,0.99057,0.98999,0.9948,0.95263,0.36702,0.1265,0.00696,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
182,7406.72,0.57704,0.30711,0.00745,0.99406,0.98561,0.99483,0.95193,0.36287,0.12472,0.00686,0.0173578,0.00578593,0.0173578,0.00578593,0.0173578,0.00578593,0.0173578,0.00578593
183,7446.8,0.57832,0.30078,0.00742,0.9883,0.99496,0.99487,0.95315,0.35766,0.12224,0.00678,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746,0.0172424,0.00574746
184,7486.15,0.57038,0.28231,0.0072,0.98977,0.99411,0.99483,0.95317,0.35804,0.12622,0.00675,0.0171269,0.00570895,0.0171269,0.00570895,0.0171269,0.00570895,0.0171269,0.00570895
185,7526.83,0.55366,0.27621,0.00715,0.99352,0.98587,0.99474,0.95408,0.35786,0.12581,0.00674,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
186,7567.12,0.56867,0.29338,0.00725,0.98825,0.99411,0.99487,0.95501,0.35534,0.12606,0.00674,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181,0.0168954,0.00563181
187,7606.65,0.55617,0.28757,0.00702,0.98946,0.99551,0.99494,0.95497,0.35139,0.12196,0.00665,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318
188,7646.2,0.55263,0.28778,0.00712,0.99145,0.99411,0.99482,0.95564,0.34678,0.12454,0.00652,0.0166636,0.00555453,0.0166636,0.00555453,0.0166636,0.00555453,0.0166636,0.00555453
189,7686.8,0.56119,0.30285,0.00719,0.99862,0.98704,0.99493,0.95702,0.34757,0.12255,0.00655,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
190,7727.27,0.56649,0.2903,0.00719,0.99639,0.98822,0.99488,0.95512,0.34639,0.12335,0.00651,0.0164314,0.00547712,0.0164314,0.00547712,0.0164314,0.00547712,0.0164314,0.00547712
191,7767.56,0.56367,0.2945,0.00733,0.99473,0.98822,0.99473,0.95479,0.34487,0.12507,0.00651,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
192,7806.98,0.55424,0.29819,0.00698,0.98999,0.98469,0.99451,0.95474,0.34915,0.12859,0.00656,0.0161988,0.0053996,0.0161988,0.0053996,0.0161988,0.0053996,0.0161988,0.0053996
193,7846.78,0.5481,0.28741,0.00701,0.98938,0.9877,0.99483,0.95238,0.3476,0.12543,0.00655,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
194,7888.67,0.55293,0.29297,0.00714,0.99173,0.98853,0.99469,0.95248,0.34704,0.12367,0.00651,0.015966,0.005322,0.015966,0.005322,0.015966,0.005322,0.015966,0.005322
195,7928.3,0.54022,0.28831,0.00691,0.98713,0.99413,0.99444,0.95511,0.34679,0.12108,0.0065,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
196,7984.3,0.53697,0.28595,0.00687,0.99172,0.98741,0.99473,0.95505,0.34516,0.12388,0.00642,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434,0.015733,0.00524434
197,8041,0.54649,0.29104,0.00688,0.99251,0.98704,0.99382,0.95481,0.34056,0.12305,0.00638,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
198,8098.96,0.54597,0.28206,0.00707,0.98979,0.99293,0.99417,0.9544,0.3434,0.12009,0.00641,0.0154999,0.00516662,0.0154999,0.00516662,0.0154999,0.00516662,0.0154999,0.00516662
199,8158.34,0.53736,0.27269,0.00667,0.98495,0.99411,0.99482,0.95596,0.34287,0.118,0.00644,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
200,8216.07,0.54089,0.27697,0.00694,0.98579,0.99764,0.99489,0.95598,0.34428,0.12005,0.00645,0.0152666,0.00508888,0.0152666,0.00508888,0.0152666,0.00508888,0.0152666,0.00508888
201,8274.55,0.54875,0.27188,0.00697,0.99179,0.99661,0.99495,0.95445,0.3455,0.11962,0.00651,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
202,8330.76,0.53489,0.27381,0.00686,0.98966,0.99647,0.99482,0.95568,0.34506,0.11889,0.00654,0.0150334,0.00501112,0.0150334,0.00501112,0.0150334,0.00501112,0.0150334,0.00501112
203,8388.4,0.53818,0.2905,0.0069,0.98832,0.99673,0.99462,0.95527,0.34178,0.12285,0.00644,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
204,8444.19,0.51717,0.27195,0.00668,0.9941,0.99245,0.99489,0.95692,0.34087,0.11626,0.00638,0.0148001,0.00493338,0.0148001,0.00493338,0.0148001,0.00493338,0.0148001,0.00493338
205,8500.1,0.5314,0.27429,0.0068,0.98833,0.99743,0.9949,0.95799,0.33806,0.11612,0.0063,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
206,8559.31,0.53777,0.30063,0.00669,0.99052,0.98704,0.99483,0.95499,0.33842,0.12198,0.0063,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566,0.014567,0.00485566
207,8616.75,0.53252,0.28792,0.00698,0.99513,0.99058,0.9949,0.95523,0.33992,0.12017,0.00631,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
208,8672.93,0.53063,0.27487,0.00673,0.98372,0.99616,0.99469,0.95574,0.34083,0.12107,0.00636,0.014334,0.004778,0.014334,0.004778,0.014334,0.004778,0.014334,0.004778
209,8731.87,0.52416,0.2703,0.00659,0.99004,0.99293,0.99488,0.95624,0.34041,0.11987,0.0064,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
210,8788.54,0.51762,0.27182,0.00665,0.99288,0.9855,0.99456,0.95617,0.33884,0.12505,0.00638,0.0141012,0.0047004,0.0141012,0.0047004,0.0141012,0.0047004,0.0141012,0.0047004
211,8844.24,0.52081,0.27518,0.00659,0.99289,0.98635,0.99472,0.95591,0.33908,0.12216,0.0064,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
212,8901.1,0.52746,0.285,0.00672,0.99174,0.99017,0.99472,0.95582,0.33549,0.12151,0.00633,0.0138686,0.00462288,0.0138686,0.00462288,0.0138686,0.00462288,0.0138686,0.00462288
213,8960.82,0.52194,0.2696,0.00669,0.9929,0.98868,0.99479,0.95738,0.33299,0.12165,0.0063,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
214,9016.96,0.50582,0.27239,0.00637,0.99556,0.99058,0.99496,0.95677,0.3319,0.1188,0.00628,0.0136364,0.00454547,0.0136364,0.00454547,0.0136364,0.00454547,0.0136364,0.00454547
215,9071.75,0.51526,0.26598,0.00646,0.99764,0.99411,0.995,0.95895,0.3291,0.11461,0.00623,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682
216,9126.98,0.50318,0.26506,0.00644,0.99385,0.99882,0.99496,0.96019,0.32818,0.11536,0.00624,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819,0.0134046,0.00446819
217,9170.56,0.52126,0.26912,0.0067,0.99456,0.99176,0.99495,0.95979,0.32619,0.11562,0.0062,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
218,9219.62,0.51287,0.26474,0.00645,0.99495,0.99647,0.99495,0.96001,0.3262,0.11041,0.0062,0.0131731,0.00439105,0.0131731,0.00439105,0.0131731,0.00439105,0.0131731,0.00439105
219,9295.97,0.51051,0.26975,0.00643,0.99243,0.99058,0.99491,0.95869,0.32659,0.11506,0.00617,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254
220,9338.3,0.50579,0.26327,0.00642,0.98945,0.99418,0.99485,0.95935,0.32819,0.115,0.00621,0.0129422,0.00431407,0.0129422,0.00431407,0.0129422,0.00431407,0.0129422,0.00431407
221,9382.49,0.5086,0.26749,0.00639,0.99069,0.99529,0.99495,0.95888,0.32826,0.11287,0.0062,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
222,9472.52,0.51151,0.2682,0.00649,0.99881,0.99165,0.99499,0.95887,0.33053,0.10887,0.00623,0.0127118,0.00423728,0.0127118,0.00423728,0.0127118,0.00423728,0.0127118,0.00423728
223,9548.29,0.49812,0.26066,0.00653,0.99294,0.99369,0.99493,0.95845,0.33107,0.11529,0.00626,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895
224,9619.52,0.50664,0.26107,0.00647,0.99881,0.98979,0.99499,0.95916,0.33191,0.11186,0.00628,0.012482,0.00416068,0.012482,0.00416068,0.012482,0.00416068,0.012482,0.00416068
225,9719.16,0.49818,0.26768,0.00645,0.9964,0.98822,0.99488,0.95707,0.33113,0.11714,0.00625,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
226,9811.81,0.49765,0.27323,0.00635,0.98895,0.99293,0.9948,0.95757,0.32919,0.11847,0.00623,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843,0.0122529,0.0040843
227,9866.35,0.49043,0.26358,0.00639,0.9929,0.99176,0.9949,0.95743,0.32853,0.11651,0.0062,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462
228,9931.38,0.50926,0.26561,0.00647,0.98137,0.99282,0.9947,0.95755,0.32319,0.12214,0.00606,0.0120245,0.00400816,0.0120245,0.00400816,0.0120245,0.00400816,0.0120245,0.00400816
229,10000.3,0.48988,0.26115,0.00616,0.99522,0.98176,0.99469,0.95886,0.32113,0.1195,0.00602,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
230,10061.7,0.48638,0.26685,0.00615,0.98896,0.98822,0.99479,0.95967,0.32106,0.1172,0.00602,0.0117969,0.00393228,0.0117969,0.00393228,0.0117969,0.00393228,0.0117969,0.00393228
231,10120.3,0.48805,0.25347,0.00607,0.98711,0.99251,0.9947,0.95924,0.32031,0.11798,0.00602,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
232,10179.2,0.49402,0.26481,0.00618,0.98139,0.99647,0.99455,0.95866,0.32134,0.11949,0.00604,0.01157,0.00385668,0.01157,0.00385668,0.01157,0.00385668,0.01157,0.00385668
233,10238.1,0.48174,0.25654,0.00612,0.98946,0.99058,0.99485,0.95969,0.31955,0.11465,0.00601,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
234,10302.7,0.4756,0.2636,0.00594,0.99082,0.99293,0.99493,0.96011,0.31984,0.11394,0.00601,0.0113441,0.00378137,0.0113441,0.00378137,0.0113441,0.00378137,0.0113441,0.00378137
235,10361.7,0.47166,0.25426,0.00599,0.99176,0.99237,0.99485,0.96017,0.31854,0.11486,0.00601,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383
236,10421,0.47725,0.2593,0.00596,0.99431,0.98587,0.99486,0.96025,0.31863,0.11374,0.006,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637,0.0111191,0.00370637
237,10477.3,0.48201,0.26614,0.00596,0.99527,0.99056,0.99495,0.96004,0.31927,0.11322,0.00601,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
238,10536.3,0.47303,0.24628,0.00594,0.9825,0.99764,0.99455,0.96037,0.31859,0.11875,0.006,0.0108951,0.0036317,0.0108951,0.0036317,0.0108951,0.0036317,0.0108951,0.0036317
239,10605.5,0.48378,0.24543,0.00613,0.99296,0.99613,0.99476,0.96015,0.31903,0.1118,0.00598,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945
240,10672.2,0.47517,0.25136,0.00604,0.99296,0.99718,0.99487,0.95991,0.31768,0.10957,0.00596,0.0106722,0.00355739,0.0106722,0.00355739,0.0106722,0.00355739,0.0106722,0.00355739
241,10747.2,0.47004,0.24677,0.00605,0.9938,0.99529,0.99495,0.96059,0.31591,0.10898,0.00594,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
242,10813.4,0.46208,0.2376,0.006,0.99568,0.99411,0.99495,0.96077,0.3157,0.10861,0.00595,0.0104503,0.00348344,0.0104503,0.00348344,0.0104503,0.00348344,0.0104503,0.00348344
243,10902.3,0.46511,0.24898,0.00579,0.99173,0.99764,0.99484,0.95948,0.31702,0.1131,0.00596,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661
244,10984.1,0.46622,0.24491,0.00604,0.98832,0.99627,0.99481,0.96015,0.31716,0.11389,0.00597,0.0102296,0.00340988,0.0102296,0.00340988,0.0102296,0.00340988,0.0102296,0.00340988
245,11042.3,0.45894,0.23284,0.00575,0.99764,0.99605,0.99498,0.96064,0.31668,0.10903,0.00595,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
245,66.2362,0.43748,0.23019,0.00548,0.99223,0.99764,0.99487,0.96047,0.31704,0.11241,0.00595,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
246,109.74,0.44484,0.23726,0.00568,0.98948,0.9969,0.99485,0.96109,0.31821,0.11184,0.00599,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672,0.0100102,0.00333672
247,155.782,0.45346,0.2465,0.00574,0.98717,0.99673,0.99482,0.96199,0.31855,0.11216,0.00599,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003
248,201.928,0.44908,0.23609,0.00563,0.99763,0.99226,0.99496,0.96161,0.31759,0.1089,0.00599,0.00979196,0.00326399,0.00979196,0.00326399,0.00979196,0.00326399,0.00979196,0.00326399
249,249.786,0.46577,0.24379,0.00594,0.99772,0.99411,0.99499,0.96198,0.31611,0.10682,0.00594,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
250,312.501,0.45186,0.24065,0.0057,0.99763,0.99119,0.99495,0.96231,0.31701,0.11017,0.00596,0.00957508,0.00319169,0.00957508,0.00319169,0.00957508,0.00319169,0.00957508,0.00319169
250,84.6263,0.38083,0.20376,0.00475,0.99186,0.99411,0.99463,0.96178,0.31554,0.11438,0.00593,0.00957508,0.00319169,0.00957508,0.00319169,0.00957508,0.00319169,0.00957508,0.00319169
251,131.737,0.41344,0.21283,0.00526,0.99178,0.99449,0.99495,0.96155,0.31655,0.11292,0.00594,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
252,177.348,0.42804,0.22573,0.0054,0.99528,0.99299,0.99496,0.96086,0.31714,0.11072,0.00595,0.00935957,0.00311986,0.00935957,0.00311986,0.00935957,0.00311986,0.00935957,0.00311986
252,70.2025,0.32035,0.18425,0.00398,0.99602,0.99293,0.99498,0.96161,0.3162,0.11243,0.00593,0.000318028,0.000106009,0.000318028,0.000106009,0.000318028,0.000106009,0.000318028,0.000106009
253,116.779,0.34172,0.18895,0.00434,0.99757,0.99293,0.99496,0.96118,0.3159,0.11348,0.00593,0.000310142,0.000103381,0.000310142,0.000103381,0.000310142,0.000103381,0.000310142,0.000103381
253,100.745,0.3176,0.18352,0.00395,0.99763,0.99047,0.99496,0.96155,0.31641,0.11253,0.00593,0.000310142,0.000103381,0.000310142,0.000103381,0.000310142,0.000103381,0.000310142,0.000103381
254,146.054,0.343,0.18972,0.00436,0.99527,0.99128,0.99498,0.96139,0.31599,0.1128,0.00593,0.000304508,0.000101503,0.000304508,0.000101503,0.000304508,0.000101503,0.000304508,0.000101503
