epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,3921.76,0.57635,0.29631,0.00793,0.98559,0.9895,0.99475,0.89462,0.56976,0.17678,0.01109,0.0005222,0.0005222,0.0005222
168,3947.04,0.57458,0.30881,0.00812,0.9856,0.9897,0.99469,0.8946,0.56588,0.17166,0.01087,0.000511413,0.000511413,0.000511413
169,3972.45,0.56529,0.29116,0.00793,0.99732,0.9876,0.9948,0.89403,0.56099,0.17101,0.01093,0.000500705,0.000500705,0.000500705
170,3997.92,0.55937,0.30045,0.00776,0.98917,0.99587,0.99486,0.89607,0.55734,0.16989,0.01082,0.000490077,0.000490077,0.000490077
171,4023.49,0.55431,0.28729,0.00777,0.99722,0.9938,0.99498,0.89845,0.55883,0.17524,0.01072,0.000479531,0.000479531,0.000479531
172,4050.5,0.55141,0.28394,0.00768,0.98971,0.99316,0.99485,0.89922,0.55843,0.17093,0.01073,0.00046907,0.00046907,0.00046907
173,4076.08,0.55289,0.28954,0.00775,0.99792,0.99079,0.99492,0.89938,0.55216,0.16347,0.01063,0.000458693,0.000458693,0.000458693
174,4101.59,0.54562,0.28042,0.00754,0.98363,0.99327,0.99463,0.89744,0.55349,0.18149,0.01067,0.000448404,0.000448404,0.000448404
175,4126.89,0.55579,0.28564,0.00784,0.99805,0.9814,0.99488,0.89575,0.56031,0.17205,0.01079,0.000438203,0.000438203,0.000438203
176,4152.71,0.54696,0.28766,0.00762,0.98912,0.98967,0.99443,0.89798,0.55165,0.17244,0.01067,0.000428093,0.000428093,0.000428093
177,4178.67,0.54095,0.27668,0.00749,0.99095,0.9876,0.99461,0.9002,0.55272,0.17005,0.01065,0.000418074,0.000418074,0.000418074
178,4205,0.56177,0.29161,0.00787,0.99375,0.98518,0.99481,0.90077,0.54484,0.16304,0.01048,0.000408149,0.000408149,0.000408149
179,4230.82,0.55604,0.29098,0.00796,0.98738,0.98967,0.99473,0.90308,0.54923,0.16895,0.01049,0.000398319,0.000398319,0.000398319
