epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4249.7,0.53764,0.29276,0.00743,0.98988,0.99587,0.99492,0.89959,0.55552,0.16163,0.01068,0.000388586,0.000388586,0.000388586
181,4268.64,0.53982,0.29183,0.00744,0.98664,0.99793,0.99483,0.90653,0.54147,0.16986,0.01047,0.00037895,0.00037895,0.00037895
182,4288.26,0.52339,0.27942,0.00726,0.98764,0.99089,0.99481,0.90635,0.53942,0.16394,0.01036,0.000369415,0.000369415,0.000369415
183,4307.23,0.539,0.28624,0.00753,0.99791,0.98512,0.99484,0.90329,0.53937,0.16216,0.01039,0.00035998,0.00035998,0.00035998
184,4326.67,0.52656,0.27935,0.00732,0.99792,0.9901,0.99498,0.9029,0.54423,0.16247,0.01041,0.000350648,0.000350648,0.000350648
185,4345.28,0.53798,0.28506,0.0074,0.99379,0.99144,0.99492,0.90077,0.54431,0.16102,0.01046,0.000341421,0.000341421,0.000341421
186,4363.83,0.52346,0.26871,0.00731,0.99175,0.99386,0.99479,0.8989,0.54407,0.17025,0.0104,0.000332298,0.000332298,0.000332298
187,4386.26,0.51736,0.2658,0.00718,0.98569,0.99618,0.99483,0.90157,0.54574,0.16659,0.0105,0.000323283,0.000323283,0.000323283
188,4405.25,0.51727,0.27107,0.00739,0.98136,0.99587,0.99473,0.90221,0.54141,0.16965,0.01044,0.000314377,0.000314377,0.000314377
189,4423.9,0.52865,0.276,0.00725,0.98564,0.99286,0.99477,0.90306,0.53982,0.16769,0.01036,0.00030558,0.00030558,0.00030558
190,4442.93,0.53135,0.27696,0.00724,0.99546,0.9876,0.99484,0.90024,0.53143,0.16581,0.0102,0.000296894,0.000296894,0.000296894
191,4463.25,0.51716,0.28436,0.00698,0.99733,0.98554,0.9949,0.90147,0.53688,0.1698,0.01022,0.000288321,0.000288321,0.000288321
192,4491.81,0.52801,0.26426,0.00712,0.99454,0.9876,0.99486,0.90477,0.53974,0.17178,0.01033,0.000279862,0.000279862,0.000279862
193,4517.22,0.52371,0.2747,0.00718,0.98769,0.99468,0.99481,0.90462,0.54459,0.16535,0.01041,0.000271518,0.000271518,0.000271518
194,4542.04,0.508,0.25957,0.00709,0.98171,0.99793,0.99475,0.90546,0.54021,0.1643,0.01029,0.000263291,0.000263291,0.000263291
195,4566.05,0.51091,0.2772,0.00719,0.98694,0.99793,0.99479,0.90683,0.53431,0.16524,0.0102,0.000255182,0.000255182,0.000255182
196,4587.71,0.51526,0.27462,0.00716,0.99108,0.99587,0.99494,0.90425,0.53714,0.16413,0.01023,0.000247192,0.000247192,0.000247192
197,4606.64,0.50809,0.26051,0.00698,0.98932,0.99174,0.99481,0.90522,0.53613,0.16851,0.01018,0.000239322,0.000239322,0.000239322
198,4625.62,0.51382,0.27071,0.0071,0.9877,0.99575,0.99488,0.90444,0.53455,0.17016,0.01031,0.000231574,0.000231574,0.000231574
199,4644.6,0.50473,0.27298,0.00689,0.99176,0.99421,0.9949,0.90554,0.53408,0.16814,0.01025,0.00022395,0.00022395,0.00022395
200,4663.15,0.50503,0.25641,0.00686,0.98965,0.98738,0.99453,0.90226,0.5361,0.17855,0.01024,0.000216449,0.000216449,0.000216449
201,4681.86,0.49989,0.26043,0.00684,0.98965,0.98809,0.99481,0.90117,0.53459,0.17331,0.01024,0.000209073,0.000209073,0.000209073
202,4700.63,0.50608,0.26607,0.00689,0.98567,0.99498,0.99481,0.90398,0.53462,0.17082,0.01026,0.000201824,0.000201824,0.000201824
203,4719.11,0.51243,0.26971,0.00708,0.9921,0.9876,0.99492,0.90556,0.53213,0.16742,0.01017,0.000194703,0.000194703,0.000194703
204,4737.73,0.49697,0.25849,0.00666,0.99792,0.99345,0.99498,0.90723,0.53785,0.16138,0.01026,0.00018771,0.00018771,0.00018771
205,4756.25,0.50187,0.26098,0.00697,0.98929,0.99174,0.9949,0.90636,0.54226,0.16686,0.01032,0.000180847,0.000180847,0.000180847
206,4774.71,0.49992,0.27231,0.0068,0.98154,0.9889,0.99452,0.9051,0.53471,0.17845,0.01026,0.000174115,0.000174115,0.000174115
207,4793.35,0.4946,0.25695,0.00694,0.9856,0.98981,0.99475,0.90524,0.5366,0.1755,0.01027,0.000167515,0.000167515,0.000167515
208,4811.77,0.48749,0.26718,0.0067,0.98999,0.98554,0.99473,0.90758,0.53537,0.17167,0.01024,0.000161049,0.000161049,0.000161049
209,4830.39,0.49919,0.26466,0.00668,0.98364,0.99363,0.99477,0.907,0.53331,0.16831,0.01017,0.000154716,0.000154716,0.000154716
210,4848.94,0.4971,0.26931,0.00666,0.98441,0.9938,0.99481,0.90759,0.52923,0.16843,0.01009,0.000148518,0.000148518,0.000148518
211,4867.43,0.49364,0.25752,0.00664,0.9851,0.99174,0.99473,0.90992,0.53679,0.16754,0.01021,0.000142456,0.000142456,0.000142456
212,4886.16,0.50015,0.26311,0.00691,0.99519,0.9876,0.99486,0.90893,0.5364,0.16346,0.01023,0.000136532,0.000136532,0.000136532
213,4904.63,0.48591,0.2532,0.0066,0.98902,0.9938,0.99479,0.90636,0.53608,0.16729,0.01019,0.000130745,0.000130745,0.000130745
214,4924.04,0.47871,0.25088,0.00661,0.99175,0.99363,0.99488,0.90524,0.53218,0.16609,0.01012,0.000125097,0.000125097,0.000125097
215,4943.7,0.48695,0.25851,0.00655,0.98567,0.995,0.99471,0.90583,0.53107,0.16879,0.01009,0.000119589,0.000119589,0.000119589
216,4962.47,0.4883,0.25603,0.00659,0.98766,0.99189,0.99486,0.90673,0.52986,0.16662,0.01006,0.000114221,0.000114221,0.000114221
217,4981.34,0.48289,0.25188,0.00665,0.9892,0.99587,0.99483,0.90629,0.53248,0.16422,0.01014,0.000108995,0.000108995,0.000108995
218,4999.92,0.49555,0.26885,0.00676,0.99327,0.9876,0.99486,0.90635,0.53314,0.16681,0.01013,0.000103911,0.000103911,0.000103911
219,5018.41,0.48244,0.25516,0.00648,0.99087,0.99174,0.99488,0.90845,0.53024,0.16448,0.0101,9.89705e-05,9.89705e-05,9.89705e-05
220,5036.89,0.48436,0.24277,0.00667,0.98969,0.99206,0.99488,0.90595,0.53265,0.16565,0.01016,9.41736e-05,9.41736e-05,9.41736e-05
221,5055.39,0.47045,0.24414,0.00647,0.99421,0.98554,0.99486,0.90772,0.53293,0.16812,0.01013,8.95213e-05,8.95213e-05,8.95213e-05
222,5074.23,0.47975,0.24928,0.00661,0.99585,0.99103,0.99496,0.90687,0.53315,0.16438,0.01014,8.50143e-05,8.50143e-05,8.50143e-05
223,5093.04,0.48251,0.25653,0.00667,0.99379,0.99128,0.994,0.9058,0.53292,0.16726,0.01015,8.06535e-05,8.06535e-05,8.06535e-05
224,5111.58,0.48751,0.26435,0.0067,0.99586,0.99339,0.99496,0.90943,0.53123,0.15944,0.01008,7.64394e-05,7.64394e-05,7.64394e-05
225,5130.09,0.48733,0.26438,0.00663,0.99468,0.9938,0.99496,0.9086,0.53119,0.16426,0.01009,7.23727e-05,7.23727e-05,7.23727e-05
226,5148.77,0.48331,0.25469,0.00662,0.99563,0.98967,0.99492,0.9055,0.53109,0.16598,0.01011,6.8454e-05,6.8454e-05,6.8454e-05
227,5167.42,0.47976,0.25749,0.00649,0.99066,0.9938,0.99492,0.90701,0.53141,0.16486,0.01012,6.46841e-05,6.46841e-05,6.46841e-05
228,5186.15,0.48271,0.25737,0.00657,0.99791,0.9884,0.99498,0.90623,0.53247,0.16236,0.01015,6.10634e-05,6.10634e-05,6.10634e-05
229,5204.94,0.48738,0.24913,0.00683,0.99663,0.99174,0.995,0.90768,0.53061,0.16318,0.0101,5.75926e-05,5.75926e-05,5.75926e-05
230,5223.69,0.4844,0.25773,0.00653,1,0.99308,0.995,0.90769,0.53089,0.1609,0.01011,5.42722e-05,5.42722e-05,5.42722e-05
231,5242.55,0.48915,0.26194,0.00665,1,0.99544,0.995,0.90738,0.53019,0.16015,0.01011,5.11027e-05,5.11027e-05,5.11027e-05
232,5261.54,0.4752,0.24783,0.00664,0.99585,0.99231,0.9949,0.90671,0.53018,0.16306,0.01011,4.80846e-05,4.80846e-05,4.80846e-05
233,5280.5,0.47163,0.25376,0.00647,0.99666,0.9938,0.99492,0.90441,0.53062,0.16278,0.01012,4.52184e-05,4.52184e-05,4.52184e-05
234,5299.5,0.48484,0.26607,0.00673,0.99382,0.99613,0.99498,0.9069,0.53105,0.15989,0.01012,4.25046e-05,4.25046e-05,4.25046e-05
235,5318.69,0.47221,0.2547,0.00643,0.99959,0.98967,0.99498,0.90822,0.53242,0.16225,0.01015,3.99435e-05,3.99435e-05,3.99435e-05
236,5337.21,0.47774,0.2649,0.0065,0.99749,0.98967,0.9949,0.90868,0.53094,0.16439,0.01012,3.75356e-05,3.75356e-05,3.75356e-05
237,5355.96,0.46183,0.24405,0.00638,0.99792,0.99243,0.99496,0.90922,0.52954,0.16313,0.01008,3.52813e-05,3.52813e-05,3.52813e-05
238,5375.41,0.46895,0.24471,0.0064,0.99286,0.9938,0.99496,0.90747,0.52955,0.16035,0.0101,3.31809e-05,3.31809e-05,3.31809e-05
239,5394.7,0.46929,0.25447,0.00646,0.99658,0.98967,0.99494,0.90985,0.52854,0.16122,0.01006,3.12348e-05,3.12348e-05,3.12348e-05
240,5413.43,0.47401,0.24912,0.00637,0.99643,0.98967,0.99496,0.907,0.53048,0.16029,0.01009,2.94432e-05,2.94432e-05,2.94432e-05
241,5437.73,0.36149,0.144,0.00655,0.99565,0.99174,0.99496,0.89861,0.55399,0.17789,0.01065,2.78064e-05,2.78064e-05,2.78064e-05
242,5456.52,0.33477,0.12043,0.00588,0.99173,0.9913,0.99477,0.88374,0.57634,0.19605,0.01116,2.63248e-05,2.63248e-05,2.63248e-05
243,5475.33,0.32794,0.1206,0.00594,0.98969,0.99125,0.99453,0.87958,0.5828,0.19637,0.01132,2.49985e-05,2.49985e-05,2.49985e-05
244,5494.14,0.33719,0.11835,0.00618,0.98965,0.98782,0.99452,0.88106,0.5832,0.19622,0.01133,2.38277e-05,2.38277e-05,2.38277e-05
245,5513.38,0.32626,0.11368,0.00586,0.99168,0.9938,0.99464,0.88368,0.57908,0.18929,0.01125,2.28127e-05,2.28127e-05,2.28127e-05
246,5531.84,0.31402,0.11182,0.0056,0.9936,0.9938,0.99468,0.88413,0.57817,0.1895,0.01123,2.19535e-05,2.19535e-05,2.19535e-05
247,5550.7,0.31858,0.11148,0.00564,0.99463,0.9938,0.99469,0.8855,0.57646,0.18803,0.01118,2.12504e-05,2.12504e-05,2.12504e-05
248,5569.84,0.32043,0.11126,0.00566,0.99473,0.98967,0.99466,0.88672,0.57518,0.18951,0.01115,2.07034e-05,2.07034e-05,2.07034e-05
249,5589.09,0.31535,0.10864,0.00557,0.99406,0.98554,0.9946,0.88779,0.57418,0.19665,0.01113,2.03127e-05,2.03127e-05,2.03127e-05
250,5608.28,0.31248,0.11207,0.0056,0.99534,0.98554,0.99481,0.88865,0.57131,0.19382,0.01108,2.00782e-05,2.00782e-05,2.00782e-05
