epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,5535.06,0.62871,0.30417,0.00767,0.99325,0.99203,0.99488,0.88272,0.60563,0.18197,0.0103,0.000704073,0.000704073,0.000704073
182,5561.1,0.62282,0.30428,0.00768,0.98993,0.99463,0.99478,0.8808,0.61027,0.18149,0.01038,0.00069423,0.00069423,0.00069423
183,5586.69,0.62344,0.30136,0.00778,0.99428,0.99325,0.9949,0.8813,0.60212,0.1817,0.0103,0.000684422,0.000684422,0.000684422
184,5612.01,0.62861,0.30726,0.00759,0.98334,0.99529,0.99461,0.88437,0.59841,0.18616,0.01025,0.000674649,0.000674649,0.000674649
185,5637.19,0.63386,0.30679,0.00762,0.99489,0.98553,0.99465,0.88549,0.60972,0.1862,0.0104,0.000664914,0.000664914,0.000664914
186,5662.39,0.62059,0.30056,0.00769,0.98335,0.99596,0.99478,0.88388,0.60347,0.1867,0.01024,0.000655216,0.000655216,0.000655216
187,5687.73,0.61452,0.29721,0.00742,0.99317,0.98115,0.99459,0.88146,0.60719,0.18651,0.01039,0.000645557,0.000645557,0.000645557
188,5712.95,0.61023,0.30135,0.00751,0.98274,0.99157,0.9942,0.88369,0.60509,0.18228,0.01027,0.000635938,0.000635938,0.000635938
189,5738.14,0.61244,0.29183,0.00745,0.98653,0.98797,0.99412,0.88286,0.61329,0.18418,0.01037,0.00062636,0.00062636,0.00062636
190,5763.87,0.61803,0.3027,0.00736,0.98163,0.99148,0.99456,0.87878,0.61883,0.18894,0.01058,0.000616824,0.000616824,0.000616824
191,5788.76,0.61595,0.29934,0.00752,0.98886,0.9747,0.99394,0.87877,0.60957,0.20364,0.01032,0.000607331,0.000607331,0.000607331
192,5813.97,0.61038,0.28633,0.00747,0.98732,0.97639,0.99374,0.88082,0.60785,0.19397,0.01036,0.000597882,0.000597882,0.000597882
193,5838.68,0.60902,0.30621,0.00727,0.98511,0.98651,0.9937,0.87901,0.61034,0.19242,0.01047,0.000588479,0.000588479,0.000588479
194,5863.1,0.59503,0.29669,0.00717,0.98334,0.99522,0.99456,0.88113,0.60621,0.18645,0.01041,0.000579121,0.000579121,0.000579121
195,5887.75,0.59737,0.28927,0.0072,0.98694,0.98482,0.99442,0.88102,0.6062,0.19322,0.01039,0.000569811,0.000569811,0.000569811
196,5912.46,0.60771,0.30538,0.0072,0.98978,0.98038,0.99448,0.88147,0.60896,0.18923,0.01041,0.000560549,0.000560549,0.000560549
197,5936.92,0.59481,0.28374,0.00723,0.99236,0.99157,0.99485,0.8813,0.60336,0.18462,0.01026,0.000551337,0.000551337,0.000551337
198,5961.61,0.59934,0.28994,0.00742,0.99697,0.98651,0.99483,0.88187,0.6065,0.18434,0.01033,0.000542175,0.000542175,0.000542175
199,5986.34,0.59213,0.27877,0.00727,0.99125,0.99325,0.99486,0.88394,0.60547,0.17911,0.01028,0.000533064,0.000533064,0.000533064
200,6010.94,0.59498,0.28999,0.00723,0.98656,0.9905,0.9948,0.88082,0.60795,0.18732,0.01032,0.000524005,0.000524005,0.000524005
201,6035.5,0.60046,0.28788,0.00727,0.98925,0.99157,0.9948,0.88231,0.60626,0.18622,0.01029,0.000515,0.000515,0.000515
202,6059.99,0.5939,0.27877,0.00724,0.98929,0.99494,0.9949,0.8846,0.60264,0.18248,0.01026,0.000506049,0.000506049,0.000506049
203,6084.87,0.60361,0.28305,0.00745,0.99552,0.9882,0.99478,0.88511,0.59719,0.1802,0.01011,0.000497153,0.000497153,0.000497153
204,6109.61,0.58321,0.27808,0.00707,0.99156,0.99069,0.99488,0.88668,0.59731,0.18128,0.01006,0.000488314,0.000488314,0.000488314
205,6134.38,0.59211,0.29235,0.00719,0.99784,0.9882,0.9949,0.88753,0.59511,0.17914,0.00999,0.000479531,0.000479531,0.000479531
206,6159.11,0.57711,0.28153,0.007,0.9891,0.99494,0.99493,0.88569,0.59675,0.17577,0.01007,0.000470807,0.000470807,0.000470807
207,6183.71,0.57452,0.27328,0.00694,0.99494,0.99422,0.99495,0.88664,0.59506,0.17811,0.01005,0.000462142,0.000462142,0.000462142
208,6208.21,0.59483,0.28497,0.0073,0.98992,0.99663,0.9949,0.88593,0.59729,0.17792,0.01005,0.000453537,0.000453537,0.000453537
209,6232.76,0.5725,0.27692,0.00665,0.9966,0.98809,0.99485,0.88933,0.59603,0.18007,0.00996,0.000444994,0.000444994,0.000444994
210,6257.55,0.58676,0.28184,0.00711,0.99373,0.99157,0.99493,0.88659,0.59701,0.18018,0.01004,0.000436512,0.000436512,0.000436512
211,6282.07,0.57027,0.27999,0.00683,0.99491,0.98977,0.9948,0.88685,0.60009,0.18101,0.01004,0.000428093,0.000428093,0.000428093
212,6307.72,0.57248,0.26952,0.0068,0.99631,0.99494,0.99497,0.88973,0.59291,0.17344,0.0099,0.000419737,0.000419737,0.000419737
213,6333.12,0.57771,0.27565,0.00705,0.99571,0.98988,0.99495,0.88951,0.5854,0.17401,0.00977,0.000411447,0.000411447,0.000411447
214,6357.66,0.57069,0.27266,0.0069,0.99158,0.99273,0.99485,0.88572,0.5901,0.17751,0.0098,0.000403222,0.000403222,0.000403222
215,6382.25,0.56661,0.28172,0.00679,0.99015,0.99325,0.99486,0.89067,0.58836,0.17496,0.00982,0.000395064,0.000395064,0.000395064
216,6406.61,0.56278,0.26895,0.00667,0.99204,0.98988,0.99481,0.88632,0.59123,0.17738,0.00983,0.000386973,0.000386973,0.000386973
217,6430.89,0.57434,0.27918,0.00702,0.99204,0.98988,0.99469,0.88564,0.59929,0.1737,0.00994,0.00037895,0.00037895,0.00037895
218,6455.25,0.5582,0.2652,0.00674,0.99489,0.98536,0.99417,0.89031,0.5934,0.18432,0.0099,0.000370997,0.000370997,0.000370997
219,6479.93,0.5646,0.28082,0.00681,0.99123,0.99494,0.99492,0.88806,0.59347,0.17686,0.00993,0.000363114,0.000363114,0.000363114
220,6504.21,0.56579,0.27124,0.00683,0.9949,0.98634,0.9948,0.89058,0.59005,0.17557,0.00982,0.000355301,0.000355301,0.000355301
221,6528.6,0.56428,0.27034,0.00678,0.99262,0.99494,0.99495,0.88786,0.58702,0.17342,0.00974,0.000347561,0.000347561,0.000347561
222,6552.8,0.56416,0.27291,0.00675,0.993,0.99831,0.99497,0.88826,0.58937,0.17294,0.00979,0.000339893,0.000339893,0.000339893
223,6580.64,0.56618,0.2747,0.0067,0.99764,0.99494,0.99498,0.8914,0.58296,0.17028,0.0097,0.000332298,0.000332298,0.000332298
224,6612.79,0.54383,0.26241,0.00652,0.99958,0.98314,0.9949,0.89198,0.58282,0.17613,0.00968,0.000324778,0.000324778,0.000324778
225,6644.7,0.54636,0.26348,0.00647,0.99216,0.9882,0.99483,0.8913,0.58676,0.17709,0.00974,0.000317333,0.000317333,0.000317333
226,6676.58,0.55417,0.26515,0.00667,0.98492,0.99095,0.99476,0.88916,0.58615,0.18301,0.00973,0.000309964,0.000309964,0.000309964
227,6707.78,0.55704,0.27175,0.00687,0.99376,0.98988,0.99481,0.89142,0.58906,0.17704,0.00979,0.000302672,0.000302672,0.000302672
228,6739.27,0.52947,0.25397,0.00651,0.99295,0.99157,0.99492,0.89049,0.5825,0.17386,0.00968,0.000295457,0.000295457,0.000295457
229,6770.45,0.54248,0.26571,0.00639,0.99831,0.99444,0.99498,0.89162,0.58459,0.17201,0.00973,0.000288321,0.000288321,0.000288321
230,6802.03,0.54782,0.25455,0.00657,0.99492,0.99024,0.9949,0.88852,0.58519,0.17826,0.00977,0.000281264,0.000281264,0.000281264
231,6833.75,0.54302,0.25474,0.00657,0.98938,0.99494,0.99481,0.88932,0.58599,0.17797,0.00979,0.000274287,0.000274287,0.000274287
232,6865.04,0.54007,0.26022,0.00631,0.99279,0.99831,0.99497,0.8901,0.58678,0.1716,0.00982,0.00026739,0.00026739,0.00026739
233,6896.5,0.54953,0.26698,0.00674,0.99371,0.99494,0.99498,0.89073,0.5855,0.1722,0.00981,0.000260575,0.000260575,0.000260575
234,6927.85,0.5405,0.26445,0.00643,0.98995,0.99627,0.99493,0.89184,0.58551,0.175,0.00975,0.000253842,0.000253842,0.000253842
235,6959.17,0.55154,0.26562,0.00642,0.9866,0.99352,0.99483,0.89006,0.58269,0.17772,0.00972,0.000247192,0.000247192,0.000247192
236,6990.27,0.53131,0.25128,0.00636,0.99499,0.98988,0.99493,0.89217,0.57898,0.17518,0.00966,0.000240625,0.000240625,0.000240625
237,7022.12,0.53632,0.26263,0.00639,0.99351,0.99325,0.99495,0.89231,0.57889,0.1735,0.00963,0.000234143,0.000234143,0.000234143
238,7053.74,0.52764,0.25573,0.00625,0.98991,0.99245,0.99485,0.89021,0.58118,0.17678,0.00968,0.000227747,0.000227747,0.000227747
239,7085.41,0.52978,0.25688,0.0063,0.99325,0.99281,0.99492,0.89058,0.58107,0.17548,0.00968,0.000221435,0.000221435,0.000221435
240,7116.87,0.54227,0.2675,0.00631,0.99328,0.99652,0.99497,0.88951,0.58277,0.17405,0.00972,0.000215211,0.000215211,0.000215211
241,7148.22,0.53933,0.25402,0.00657,0.99327,0.99612,0.99495,0.88911,0.58111,0.1729,0.0097,0.000209073,0.000209073,0.000209073
242,7179.37,0.53244,0.26743,0.00634,0.99321,0.98988,0.9949,0.89001,0.58304,0.17501,0.00974,0.000203023,0.000203023,0.000203023
243,7210.83,0.53956,0.26092,0.00634,0.99744,0.99325,0.99498,0.88999,0.58189,0.17519,0.00972,0.000197062,0.000197062,0.000197062
244,7242.4,0.52703,0.25243,0.00613,0.99247,0.99325,0.9949,0.89002,0.58256,0.17737,0.00975,0.00019119,0.00019119,0.00019119
245,7273.87,0.52268,0.25165,0.00622,0.99036,0.99325,0.99493,0.88843,0.58218,0.17437,0.00971,0.000185408,0.000185408,0.000185408
246,7306.45,0.53164,0.24557,0.00622,0.9966,0.98868,0.99497,0.8899,0.58243,0.17348,0.00971,0.000179716,0.000179716,0.000179716
247,7333.15,0.53695,0.26682,0.0064,0.99083,0.99494,0.99493,0.8903,0.5816,0.17529,0.00968,0.000174115,0.000174115,0.000174115
248,7368.59,0.52784,0.25287,0.00641,0.99786,0.99494,0.99497,0.8917,0.58,0.17157,0.00967,0.000168606,0.000168606,0.000168606
249,7403.18,0.52988,0.25244,0.00617,0.99159,0.99357,0.99493,0.89399,0.57672,0.17421,0.00961,0.000163189,0.000163189,0.000163189
250,7436.72,0.52248,0.25405,0.00618,1,0.99118,0.995,0.89366,0.57336,0.1706,0.00955,0.000157865,0.000157865,0.000157865
251,7472.67,0.52571,0.26217,0.00632,0.9966,0.98918,0.99497,0.89412,0.57024,0.17419,0.0095,0.000152635,0.000152635,0.000152635
252,7507.61,0.52803,0.25767,0.00622,0.99661,0.99237,0.99497,0.89321,0.57233,0.17404,0.00953,0.000147498,0.000147498,0.000147498
253,7544.36,0.52961,0.26143,0.00619,0.99996,0.99325,0.995,0.89141,0.57275,0.17108,0.00954,0.000142456,0.000142456,0.000142456
254,7579.01,0.52026,0.2527,0.00607,0.99615,0.99325,0.99497,0.89049,0.57269,0.17253,0.00956,0.00013751,0.00013751,0.00013751
255,7613.85,0.52709,0.24999,0.00617,0.99325,0.99281,0.9949,0.89234,0.57052,0.17482,0.00954,0.000132658,0.000132658,0.000132658
256,7651.26,0.51853,0.25447,0.00612,0.99294,0.99494,0.99493,0.89034,0.57023,0.17186,0.00953,0.000127904,0.000127904,0.000127904
257,7686.98,0.513,0.24571,0.00612,0.98994,0.99579,0.99492,0.89435,0.56839,0.17129,0.0095,0.000123245,0.000123245,0.000123245
258,7722.39,0.52812,0.25849,0.00637,0.99492,0.99136,0.99495,0.89454,0.56968,0.17048,0.00952,0.000118684,0.000118684,0.000118684
259,7760.71,0.52681,0.25872,0.00643,0.99328,0.99769,0.99497,0.89387,0.57045,0.16918,0.00951,0.000114221,0.000114221,0.000114221
260,7794.95,0.51237,0.24565,0.00597,0.99495,0.99772,0.99493,0.89283,0.57259,0.17079,0.00954,0.000109856,0.000109856,0.000109856
261,7823.68,0.53348,0.24449,0.00623,0.99262,0.99494,0.99493,0.89288,0.5726,0.17183,0.00952,0.00010559,0.00010559,0.00010559
262,7858.63,0.52376,0.26031,0.00616,0.98991,0.99244,0.99486,0.89163,0.57235,0.1744,0.00953,0.000101423,0.000101423,0.000101423
263,7892.42,0.50519,0.25184,0.00596,0.9866,0.99494,0.9948,0.89396,0.57236,0.17585,0.00953,9.73555e-05,9.73555e-05,9.73555e-05
264,7928.86,0.51789,0.25041,0.00621,0.99142,0.99157,0.99462,0.89291,0.5735,0.17491,0.00952,9.33881e-05,9.33881e-05,9.33881e-05
265,7963.78,0.51831,0.24565,0.0061,0.9918,0.99157,0.9949,0.89451,0.5734,0.1725,0.00952,8.95213e-05,8.95213e-05,8.95213e-05
266,7998.69,0.49673,0.24148,0.00592,0.98824,0.99223,0.99483,0.89513,0.57172,0.17485,0.00947,8.57554e-05,8.57554e-05,8.57554e-05
267,8030.99,0.51295,0.24488,0.00597,0.98654,0.989,0.9947,0.89401,0.57121,0.17813,0.00945,8.20908e-05,8.20908e-05,8.20908e-05
268,8065.36,0.51175,0.25066,0.006,0.98879,0.99663,0.99488,0.89392,0.57175,0.17348,0.00945,7.8528e-05,7.8528e-05,7.8528e-05
269,8103.59,0.52721,0.26516,0.00616,0.9958,0.9882,0.99488,0.89329,0.57187,0.17268,0.00943,7.50674e-05,7.50674e-05,7.50674e-05
270,8138.43,0.50885,0.25074,0.00612,0.99469,0.9882,0.9948,0.89346,0.57181,0.17525,0.00944,7.17093e-05,7.17093e-05,7.17093e-05
271,8173.05,0.51191,0.24364,0.00607,0.99325,0.99293,0.99488,0.89222,0.57249,0.17477,0.00946,6.8454e-05,6.8454e-05,6.8454e-05
272,8209.53,0.51667,0.25561,0.006,0.9932,0.99494,0.99488,0.89188,0.5707,0.17512,0.00944,6.53021e-05,6.53021e-05,6.53021e-05
273,8246.41,0.5139,0.25067,0.00601,0.99325,0.99289,0.99486,0.89399,0.57088,0.1737,0.00945,6.22537e-05,6.22537e-05,6.22537e-05
274,8280.31,0.51445,0.24849,0.00615,0.99161,0.99627,0.9949,0.89326,0.5707,0.17376,0.00946,5.93093e-05,5.93093e-05,5.93093e-05
275,8316.81,0.51137,0.24855,0.00601,0.98664,0.99656,0.99459,0.89315,0.57131,0.17592,0.00947,5.64691e-05,5.64691e-05,5.64691e-05
276,8352.68,0.5025,0.24214,0.00585,0.98824,0.98988,0.9948,0.89424,0.57099,0.17588,0.00946,5.37334e-05,5.37334e-05,5.37334e-05
277,8381.88,0.5098,0.23771,0.00588,0.98973,0.99325,0.99485,0.8932,0.57145,0.17496,0.00945,5.11027e-05,5.11027e-05,5.11027e-05
278,8422.11,0.50186,0.23802,0.00589,0.99658,0.98343,0.99473,0.89317,0.57163,0.17692,0.00947,4.85771e-05,4.85771e-05,4.85771e-05
278,76.2623,0.51058,0.24767,0.00604,0.99318,0.9882,0.99481,0.89466,0.57171,0.17445,0.00946,4.85771e-05,4.85771e-05,4.85771e-05
279,104.204,0.51692,0.25231,0.00617,0.99128,0.99157,0.99469,0.89552,0.57175,0.17686,0.00948,4.61569e-05,4.61569e-05,4.61569e-05
280,130.984,0.5126,0.24838,0.00616,0.98499,0.99613,0.99446,0.89449,0.57184,0.17733,0.00948,4.38424e-05,4.38424e-05,4.38424e-05
281,156.759,0.51864,0.25265,0.00606,0.98395,0.99494,0.99473,0.89231,0.57178,0.17863,0.00947,4.16339e-05,4.16339e-05,4.16339e-05
282,181.888,0.51777,0.2416,0.00606,0.9918,0.99157,0.99485,0.89251,0.57248,0.17558,0.00947,3.95315e-05,3.95315e-05,3.95315e-05
283,207.266,0.51538,0.2529,0.0059,0.9917,0.98988,0.99445,0.88987,0.57201,0.18098,0.00947,3.75356e-05,3.75356e-05,3.75356e-05
284,232.959,0.51104,0.2429,0.00612,0.9949,0.9878,0.99486,0.89156,0.57186,0.17773,0.00949,3.56463e-05,3.56463e-05,3.56463e-05
285,258.755,0.50988,0.25195,0.00612,0.99206,0.99494,0.99491,0.89047,0.57154,0.17403,0.00947,3.38639e-05,3.38639e-05,3.38639e-05
286,283.932,0.51127,0.24702,0.00599,0.99327,0.99568,0.99486,0.89163,0.57189,0.17545,0.00948,3.21885e-05,3.21885e-05,3.21885e-05
287,309.419,0.52287,0.25187,0.00611,0.99063,0.99663,0.99483,0.89072,0.57114,0.17757,0.00948,3.06204e-05,3.06204e-05,3.06204e-05
288,334.605,0.49877,0.24499,0.00599,0.99296,0.99663,0.9949,0.89028,0.57208,0.1769,0.00948,2.91596e-05,2.91596e-05,2.91596e-05
289,360.221,0.50162,0.24105,0.00591,0.99769,0.98988,0.9949,0.89101,0.57197,0.17466,0.0095,2.78064e-05,2.78064e-05,2.78064e-05
290,386.105,0.51006,0.25355,0.00597,0.99826,0.9882,0.99483,0.89297,0.57193,0.17474,0.0095,2.6561e-05,2.6561e-05,2.6561e-05
291,418.055,0.38812,0.13204,0.00566,0.99059,0.99325,0.99485,0.8873,0.57784,0.18102,0.00964,2.54233e-05,2.54233e-05,2.54233e-05
292,444.384,0.36853,0.12426,0.00518,0.99248,0.9882,0.9948,0.885,0.58577,0.18328,0.00981,2.43937e-05,2.43937e-05,2.43937e-05
293,469.263,0.37209,0.12447,0.00529,0.99322,0.98746,0.99483,0.88306,0.59172,0.17961,0.00997,2.34721e-05,2.34721e-05,2.34721e-05
294,494.474,0.36422,0.11863,0.00515,0.9949,0.98605,0.99466,0.87948,0.59627,0.18028,0.01007,2.26587e-05,2.26587e-05,2.26587e-05
295,519.884,0.36015,0.11646,0.00509,0.99487,0.98174,0.99471,0.87888,0.59931,0.18117,0.01015,2.19535e-05,2.19535e-05,2.19535e-05
296,543.885,0.35228,0.11273,0.00496,0.99151,0.98503,0.99469,0.87977,0.60044,0.18062,0.01017,2.13568e-05,2.13568e-05,2.13568e-05
297,568.42,0.3549,0.11166,0.00493,0.99281,0.98482,0.99471,0.87948,0.60133,0.17985,0.01019,2.08684e-05,2.08684e-05,2.08684e-05
298,593.021,0.34696,0.11108,0.00474,0.98656,0.98998,0.99468,0.87842,0.60126,0.18169,0.01021,2.04885e-05,2.04885e-05,2.04885e-05
299,617.019,0.35265,0.11215,0.00487,0.99069,0.98988,0.99471,0.87706,0.60113,0.18256,0.01019,2.02171e-05,2.02171e-05,2.02171e-05
300,641.087,0.3468,0.11823,0.00474,0.99316,0.9882,0.99478,0.87739,0.60174,0.1851,0.0102,2.00543e-05,2.00543e-05,2.00543e-05
